Archivo,BPM
"Airod, Pavel K. Novalis - Jugal Bone (Original Mix).wav",139.6748310810811
Hellsonic (Shanti v Deedrah Remix).mp3,143.5546875
MOTZ Premiere_  NTBR x ÅMRTÜM - Im Paradis [RAISE001].mp3,151.99908088235293
NTBR - Nebula (Original Mix).wav,149.7961956521739
"NTBR, Mac Declos - To the Club (Original Mix).wav",143.5546875
